,MedHouseVal
17743,1.375
8539,3.455
3376,1.859
1588,5.00001
13778,1.375
6206,1.558
9751,2.583
2537,0.856
6133,1.811
17977,3.657
12685,0.559
5700,2.063
17680,2.585
20210,2.421
19703,1.125
1393,1.669
10757,2.13
6485,1.622
307,0.962
11357,3.691
5767,2.05
8812,5.00001
3354,1.845
11234,1.939
17719,2.125
15937,3.085
18125,5.00001
17395,1.745
16752,5.0
14483,1.59
10007,1.523
6138,1.667
6620,3.203
5587,1.868
7625,1.566
4061,4.259
19978,4.347
10224,2.775
2143,0.73
19775,0.502
682,2.192
18659,0.903
4613,1.875
18151,3.141
17162,5.00001
9861,1.944
15969,2.608
8186,1.402
6440,1.663
6580,1.466
5630,4.467
5393,3.94
6587,1.535
6107,1.406
2371,0.8
14464,1.929
19770,0.683
1651,2.374
11504,3.762
17018,5.00001
1944,1.216
3647,1.819
10291,2.508
9735,4.699
12307,1.674
4545,2.167
9606,1.955
10148,2.434
7414,1.411
3673,1.817
1178,0.538
15666,2.5
6082,1.394
12631,3.44
10168,2.852
18412,1.56
16926,4.225
5522,1.512
14662,1.395
9231,3.248
2023,0.521
16133,0.683
6187,1.832
7854,2.449
946,2.195
1942,1.205
1648,3.658
6015,2.67
12478,0.806
1029,1.117
10142,1.773
3679,1.764
14809,2.452
9171,0.985
10515,3.139
4950,1.116
2476,0.766
17784,2.355
6538,5.00001
19189,2.017
19964,1.813
15404,1.611
6240,1.688
18765,2.083
20303,2.5
15967,2.689
4149,1.497
1187,0.49
7099,1.864
16582,2.224
7312,1.706
5870,1.625
2124,0.715
13056,1.553
4995,1.01
8191,1.911
18830,0.813
191,1.122
8885,4.054
16089,1.899
4931,1.125
1766,1.439
12917,1.705
9458,0.958
1485,1.625
17044,2.777
608,2.422
8260,0.94
11515,2.195
11971,3.393
6065,1.33
8240,5.00001
1180,0.418
3306,1.342
8370,2.389
12112,3.076
7113,1.319
13842,0.875
7693,1.828
618,1.775
3595,1.651
9204,3.349
7346,0.934
3577,2.411
9863,1.634
10685,2.954
17622,1.401
11011,2.494
20010,2.327
15542,5.00001
10294,2.519
10112,0.55
4110,1.692
19577,0.608
4205,5.00001
15389,1.838
8382,2.948
14877,1.407
9304,3.908
7249,1.58
18233,3.48
12709,0.675
3813,2.436
16976,1.606
13532,0.731
9746,2.493
3332,1.183
11051,1.734
13168,2.439
12200,1.938
16452,1.083
8112,2.57
7349,1.689
12932,1.219
14914,3.796
1684,2.377
13308,1.431
10041,2.45
19832,0.409
17187,2.268
10165,2.655
2211,1.556
13355,1.078
15079,2.484
12411,1.001
3408,1.48
4295,3.339
798,1.349
20083,1.603
18738,1.415
11564,2.045
12552,0.712
17528,1.926
12284,1.28
2835,0.79
18885,2.1
5410,3.456
4489,1.354
13639,1.274
19459,1.569
16337,1.151
19670,0.576
16158,0.577
19803,0.713
17631,1.958
10877,2.888
43,1.888
12696,0.598
6972,1.472
284,1.573
5062,1.194
19385,0.737
499,1.536
4320,4.167
1580,5.00001
8229,3.618
19556,0.982
1321,0.994
11162,1.829
12070,1.488
4105,1.738
17061,2.75
15770,2.547
2886,0.66
9140,0.807
16979,1.594
3734,1.864
17556,1.397
8164,1.625
7181,1.568
6342,5.00001
516,5.00001
10729,2.25
2914,0.436
5682,4.098
12173,1.321
2487,0.58
11268,1.597
10121,1.831
10961,2.367
2451,0.768
3611,1.815
2590,1.194
13680,1.196
8182,1.625
2964,0.828
13009,1.444
6322,2.655
17383,1.875
17984,3.33
10574,4.5
13085,1.343
5374,5.00001
7766,2.258
12645,1.207
2034,2.25
13636,1.381
14641,1.404
12607,1.03
9109,2.621
18035,2.246
3275,1.625
17222,1.865
10919,4.39
17040,3.543
19020,2.027
18329,3.868
13553,1.224
2505,0.854
16342,1.13
10255,5.00001
19881,0.626
19526,1.001
19744,0.863
15902,2.386
15323,1.826
1111,0.883
4156,1.858
19896,2.175
9706,0.958
3362,2.776
11632,0.993
3495,1.957
7644,2.547
20266,2.086
16709,3.413
1796,0.883
6637,2.604
18112,3.429
8607,4.392
8331,1.75
6106,1.541
8041,1.651
14816,1.704
3549,2.304
8330,1.773
17772,2.4
2148,0.789
7640,2.673
3570,1.707
19505,1.038
2481,0.56
18239,3.056
1402,2.356
1000,1.584
1101,0.675
4130,1.5
19996,2.414
3076,0.685
12575,0.55
8436,2.186
6741,2.056
3166,0.723
7748,1.666
4962,0.983
4625,3.273
2066,0.679
17855,3.034
18063,2.625
2991,1.182
14141,0.794
16547,1.638
1874,1.419
5824,2.32
7431,1.25
13234,1.855
10420,1.844
14211,3.25
2520,0.953
3685,1.625
13225,1.476
5873,1.371
15566,5.00001
3791,0.938
20430,0.455
12015,0.854
11165,1.818
8296,1.882
17501,3.165
9686,1.341
15121,3.935
14719,0.903
3949,1.875
9014,1.464
17885,2.718
1356,1.298
6974,1.632
17825,2.909
15998,3.75
14874,1.339
11778,0.929
19031,2.426
8806,5.00001
9213,2.792
6001,1.164
19864,0.474
15817,2.226
11177,2.256
6912,1.744
15665,3.25
2291,1.109
247,1.148
2531,0.683
5697,2.8
6168,1.917
17751,2.175
19870,0.73
14921,3.164
7189,1.663
6662,5.00001
11227,1.609
10451,1.199
12160,1.089
8289,1.756
7995,1.497
7828,3.138
8776,2.813
4915,1.117
20111,1.821
4542,2.083
4233,1.875
19863,0.9
3928,3.9
11656,2.778
15639,4.0
127,2.923
2155,0.716
4641,5.00001
13356,1.408
1991,0.564
15694,4.0
10682,4.507
3952,3.331
8230,3.81
6334,2.786
18028,2.56
14626,1.424
11829,1.229
10413,4.808
17884,2.812
17925,5.00001
868,2.782
19044,1.299
15800,2.387
12209,2.143
328,0.764
11217,1.907
3418,1.386
10181,2.54
8949,5.00001
8166,1.313
10843,1.595
2076,0.45
13483,0.68
14034,1.225
18321,3.862
17255,0.675
2377,1.239
17936,4.2
18818,1.577
11386,2.678
18819,0.875
12085,1.013
4528,5.00001
4076,3.859
5730,2.574
3582,2.382
2618,1.07
6842,2.58
1469,2.062
9133,1.198
10387,5.00001
13537,0.746
15976,2.978
2869,0.491
363,1.955
17678,2.727
7615,1.711
12093,1.006
8507,5.00001
5409,3.431
7238,1.288
13647,2.696
11693,1.732
14439,2.402
6317,3.185
1767,1.052
4228,2.375
1825,2.172
10418,1.863
19122,1.438
4696,2.952
6351,2.273
2395,0.692
372,1.079
13874,0.571
4240,3.5
1627,4.38
14330,3.265
20064,3.846
13937,1.271
15554,5.00001
11138,1.722
3422,1.342
15349,1.328
19075,1.762
6152,2.074
13724,1.185
814,1.87
6154,2.044
10202,3.275
14024,1.169
2362,0.581
17953,4.113
7124,1.151
16969,5.00001
1805,1.778
10031,1.536
7657,2.647
3950,3.405
19971,2.148
2935,0.456
13785,0.608
8257,1.098
18961,2.523
10104,1.832
5994,1.133
11182,2.242
7840,2.751
5805,2.121
19185,1.74
17477,2.642
13326,0.951
19989,5.00001
9834,1.532
13322,1.154
9185,0.738
11355,3.307
19131,1.693
1079,0.948
14715,0.929
3103,0.918
4120,1.676
2402,0.676
3429,1.574
2350,1.265
18416,1.945
8383,2.563
15472,0.618
20238,2.128
9858,1.397
8593,3.846
4275,2.056
17525,1.911
2798,0.543
6897,1.649
8304,1.708
14333,3.324
6642,5.00001
16328,1.201
4029,3.825
13674,0.92
14553,0.922
12727,0.904
6531,5.00001
19766,0.892
20436,0.551
14268,3.218
13485,0.713
12844,1.473
1640,5.00001
7068,1.601
19186,1.761
8680,3.57
7523,1.334
11099,1.872
5188,0.854
13503,0.9
3115,0.845
8293,1.713
12921,1.438
16054,0.768
8597,3.798
1027,0.991
12370,1.816
9328,4.534
20140,2.8
5709,4.468
15113,5.00001
19630,0.14999
15409,2.64
11758,1.0
16378,0.944
1190,0.6
8545,2.974
12126,1.897
3438,1.601
18453,2.041
15229,0.971
17494,2.556
13974,2.23
6666,5.00001
8014,3.471
18007,4.119
8785,5.00001
10243,3.356
16527,2.399
20168,2.575
1442,1.84
18135,5.00001
10832,1.725
3410,1.409
14196,0.773
5041,1.198
12233,0.894
971,3.898
15890,3.941
12107,1.456
15126,2.269
14620,1.97
1920,2.289
15235,1.434
4014,5.00001
19539,1.024
15741,3.0
19236,1.219
6381,2.123
17388,1.889
13422,1.09
7961,2.2
9796,1.128
9889,3.259
11366,4.083
15986,5.00001
7911,1.382
412,2.901
575,3.416
11492,2.376
6472,1.578
17070,4.184
11725,1.923
5032,0.945
11887,1.387
13744,0.931
16558,1.6
14629,1.321
10425,3.5
20426,0.566
13266,1.917
357,1.969
660,1.872
126,2.952
3736,1.773
8516,5.00001
10016,2.02
235,1.26
9779,1.795
20253,2.247
3442,1.941
9986,1.728
15504,1.688
18661,0.775
8869,5.00001
18490,2.346
9530,0.67
19420,1.714
5158,0.887
5477,3.459
15996,4.433
1012,2.044
15752,2.254
14806,1.563
8774,4.308
4717,1.727
13583,0.989
3749,3.339
17005,4.445
2692,0.832
19456,1.06
5757,2.75
473,1.699
3097,0.857
3614,1.765
4239,2.5
10281,3.148
5128,1.056
11991,2.679
20163,2.713
12469,1.013
174,1.27
9497,0.692
2579,0.508
18847,1.421
12554,0.721
11271,1.795
19626,0.615
16400,1.95
12483,0.783
4811,1.322
4665,4.85
488,4.896
2426,0.927
3375,1.765
19889,0.558
9088,2.201
16548,1.797
12671,0.731
2587,0.627
7559,2.07
8750,5.00001
5460,3.517
13389,0.666
12137,0.87
18440,2.4
13212,0.981
17481,2.913
15838,1.819
11744,0.878
6813,2.333
7822,1.661
9040,2.281
3927,2.448
11446,1.76
7521,0.952
2626,0.952
11161,1.896
13285,1.204
15383,1.606
10263,2.903
15187,5.0
8412,1.88
16367,0.909
8538,3.169
8602,4.202
2271,0.788
240,1.373
18831,1.201
14709,1.143
13260,2.25
2815,1.322
4179,1.413
16728,2.651
11179,1.435
16811,4.531
14755,1.297
11157,1.538
3313,1.125
7866,1.913
19846,0.992
486,2.895
477,1.793
17012,5.00001
2036,1.272
19214,1.563
16042,2.25
11868,0.878
8081,2.273
2822,0.939
6872,1.768
11181,2.133
3691,1.813
1624,4.345
18258,2.097
7970,3.147
16014,4.146
9942,1.882
987,3.137
8592,3.781
10071,3.021
4087,5.00001
15992,4.167
7147,1.507
11066,2.207
9176,0.604
8127,4.806
1175,0.451
20427,0.623
6491,1.612
6189,1.627
14438,2.415
16438,1.287
10493,2.399
11146,1.825
5556,1.655
118,3.276
17394,1.935
12690,1.034
4131,1.677
20072,2.127
13630,1.528
2417,0.552
15132,2.783
15100,2.134
6597,1.563
17505,2.259
5776,4.029
4370,2.288
9294,4.318
14185,1.688
20068,2.445
3381,2.482
5357,3.408
6402,4.767
8671,2.799
3318,0.735
10158,1.938
19836,0.529
16745,5.00001
12829,2.494
12353,0.45
12043,1.363
2139,0.581
4389,1.898
17790,2.576
6182,2.073
7935,2.156
15410,0.8
7217,1.65
9925,2.017
18271,3.5
2713,0.604
604,1.905
11126,2.051
15852,3.457
10217,2.335
9500,0.875
3233,1.0
3463,1.602
4614,4.1
14176,2.032
3231,1.375
7500,1.184
3334,0.641
15008,1.27
9831,2.068
11104,1.713
18415,2.181
9582,0.495
10866,1.375
9886,3.04
13098,0.913
4175,2.109
12584,0.675
9583,0.613
11031,1.661
1453,1.961
16086,1.137
20037,3.036
12255,1.489
6207,1.457
1068,1.202
2552,0.818
7168,1.32
12900,1.116
2726,0.762
19753,0.855
12956,1.125
14779,1.344
15867,3.374
11058,1.707
19677,1.457
20366,1.231
6018,3.397
15743,2.146
9191,0.614
10140,1.952
18153,4.513
7384,1.718
6040,1.969
7416,1.311
14114,1.375
17445,3.459
4527,2.875
5081,0.984
18825,1.429
7895,1.627
1907,1.132
5750,2.54
2567,1.5
5639,2.875
14733,1.363
6413,2.567
12182,1.475
7767,1.808
2316,0.797
5868,1.542
13805,0.656
16903,4.513
5736,2.841
3182,1.48
3163,0.925
18040,1.781
15438,2.235
4904,1.035
10252,2.705
9085,1.855
18447,2.069
1757,1.334
5019,1.878
18560,1.487
18211,5.00001
7733,1.234
8990,1.135
16509,1.659
17378,2.0
11913,2.51
60,0.757
19396,0.636
8261,1.086
1592,4.065
6564,2.796
18019,2.536
14251,2.977
19434,0.828
13712,0.922
20233,3.099
12560,0.904
6854,2.353
20015,2.365
17551,1.795
14146,0.832
14217,2.0
915,2.583
18720,0.967
11201,1.908
14406,1.752
9798,1.691
2025,0.931
18884,1.356
19917,1.625
7634,1.911
5464,4.5
5160,0.941
12358,2.75
9281,3.821
7115,0.982
7801,2.027
6984,1.654
7429,1.173
15689,2.5
12646,1.411
2157,0.802
8724,5.00001
13807,0.41
3856,2.092
11106,2.871
9483,0.846
15156,2.848
1700,1.942
1656,2.869
19878,0.51
14456,2.12
3912,2.552
15283,1.625
19960,1.344
10233,3.078
10719,4.714
6559,1.631
4555,1.1
17089,5.00001
12350,0.857
10157,1.625
19818,0.508
3141,0.822
1532,3.491
17766,2.618
18487,2.729
11962,1.17
15872,3.94
5065,1.426
10731,3.588
20370,1.031
13140,2.427
8097,2.239
9586,0.875
696,1.552
11763,0.892
13539,0.709
11729,1.532
18879,1.011
5107,0.991
640,2.647
13465,0.976
18696,0.801
5060,0.998
10227,1.696
6503,3.261
1258,1.838
16173,0.871
14463,2.04
6484,1.568
10548,2.278
11215,1.711
2561,0.811
16420,4.75
12049,0.979
13242,1.025
14868,1.236
5547,1.711
6057,1.402
18963,2.513
9199,0.65
8880,4.13
5779,2.809
5114,0.909
697,1.609
17196,1.579
10869,2.355
12543,0.557
104,3.357
7944,2.237
9832,1.552
12267,1.151
17981,4.518
16077,0.55
15811,2.526
1062,1.47
15308,1.17
10816,1.125
18673,0.554
1367,1.393
18333,2.603
410,3.468
5046,1.024
9019,1.403
8189,1.475
15944,3.143
3270,1.125
14923,3.071
747,1.583
15280,1.509
7047,1.997
12934,1.59
5414,2.875
549,3.518
7727,1.55
10203,2.383
3191,0.714
17662,2.298
9157,0.619
13227,1.51
1866,1.316
7526,0.984
12083,1.042
9092,1.879
6893,1.707
15269,2.813
9001,1.172
4506,1.45
20141,2.239
2987,0.7
7205,1.493
11371,2.822
299,0.982
18461,2.013
10422,3.208
4013,5.00001
13784,0.574
18485,3.716
9094,2.134
6439,1.814
5376,4.657
14894,1.617
6753,2.284
16568,3.15
16519,1.742
11567,2.009
10372,2.778
18871,1.734
8517,5.00001
18328,3.931
13899,2.74
1516,2.25
446,2.279
16454,1.125
4945,1.286
656,1.837
13336,1.135
10003,0.958
5885,3.499
17346,3.425
13861,1.114
15936,3.202
3164,1.264
4213,4.383
5593,2.852
6384,2.122
13045,2.938
10345,3.092
1411,2.657
9457,0.7
15598,4.283
8934,2.968
9182,0.942
11909,1.376
7855,2.201
9720,3.788
16350,1.663
3252,1.663
16998,4.602
9639,1.897
4972,1.826
12715,1.17
15405,1.828
2317,1.125
19308,1.555
19314,1.215
133,3.333
190,1.161
8010,2.682
12853,1.247
13120,1.625
1155,0.918
6619,3.256
358,2.791
4353,2.414
9440,1.221
2504,0.943
3753,2.75
11255,1.948
17632,1.848
2425,0.88
3687,1.716
14422,1.853
16892,3.415
340,0.871
10739,1.813
19030,2.935
19164,1.531
1477,1.518
3537,5.00001
1701,1.85
4617,3.8
9534,0.75
16375,1.824
4470,1.364
273,1.635
1764,1.403
19745,1.186
3329,0.808
17370,4.21
7658,2.65
7516,1.107
10566,2.375
18617,0.604
20134,1.944
13752,1.083
5951,1.152
5350,2.028
17980,3.447
14258,3.836
10605,2.314
2158,0.767
16522,3.37
11028,2.492
5495,5.00001
386,2.709
670,1.946
2252,0.692
8613,2.803
15612,1.875
17303,2.231
7108,1.297
3542,2.808
19266,1.75
10347,3.635
7094,1.922
4318,5.00001
3112,0.819
5822,2.247
17039,5.0
8769,3.417
14783,1.311
11172,1.905
17345,2.05
13194,1.226
6202,1.633
9761,2.875
17280,1.093
1930,1.808
19525,0.972
14404,1.603
11300,2.62
6584,2.618
20173,2.75
10935,2.314
10534,2.4
13179,1.35
10052,2.27
5179,0.895
20107,1.791
242,1.426
4407,1.382
6282,3.25
15396,1.372
15053,1.606
14360,2.607
18100,3.545
11538,3.185
15179,5.00001
19622,0.55
18737,1.458
14847,1.525
7199,1.625
10666,3.922
3904,2.225
4474,1.172
15862,3.586
1959,1.322
12404,1.319
4738,1.714
13026,1.346
5575,1.821
7603,1.744
19809,0.544
13718,1.516
3444,1.585
115,2.316
16243,1.063
4637,2.5
10381,5.00001
5504,3.772
2112,0.72
14794,1.398
15257,2.961
11715,1.25
1222,0.926
18124,5.00001
3859,1.954
5634,4.643
14903,1.642
6389,2.19
15500,4.125
13959,1.281
15048,1.482
11135,2.274
12899,1.243
5308,5.00001
7969,3.124
16539,0.55
15175,2.063
10432,2.829
19141,2.169
18623,0.786
3325,0.896
470,1.643
5565,1.745
15025,2.119
15517,2.75
13132,3.454
18287,2.374
18994,0.675
8893,3.229
4348,3.448
9091,3.59
12801,1.422
1727,1.566
14109,2.666
7078,3.08
12701,0.701
14269,3.674
1352,1.007
8449,2.315
18182,3.56
10017,1.94
565,2.298
8111,2.449
1948,1.509
8605,5.00001
13108,2.221
12121,0.43
13790,0.981
17068,5.00001
19708,0.555
14418,1.712
13851,1.32
10018,2.328
4357,2.033
4552,1.125
13950,1.067
4070,4.24
2854,0.576
8707,3.189
6200,1.598
6714,2.087
1923,1.725
16092,0.916
20309,3.93
2471,0.864
16499,2.939
2457,0.746
5907,2.455
15386,2.224
1613,4.165
5987,1.35
20116,1.873
20209,2.394
9345,4.42
5283,3.05
19224,1.133
14832,2.707
12054,0.835
291,1.563
12791,1.985
15305,1.717
17325,3.844
2759,0.538
850,2.147
746,1.354
8624,2.559
11124,1.796
2682,0.809
1432,1.489
5466,3.039
13232,1.865
7711,1.622
8873,4.629
6307,1.503
9238,3.011
620,1.833
18966,1.933
2002,0.739
6159,2.662
5159,0.931
3315,0.917
10464,1.625
2825,0.855
5,2.697
12616,2.833
4417,1.672
19234,0.852
14346,4.75
15220,1.171
19169,1.465
4335,3.186
18122,5.00001
16669,2.375
16091,0.846
14530,1.438
19113,3.047
16873,3.881
15921,3.313
11536,2.444
2716,0.639
11922,1.156
2305,0.714
9391,1.573
7808,1.927
15953,4.333
15346,1.392
11297,2.949
5588,1.875
15071,3.783
1246,0.75
14064,1.091
17141,3.294
8107,2.507
3174,1.075
3608,1.782
3474,1.924
16056,1.102
2967,0.847
9340,3.625
2848,1.13
16620,4.176
11966,1.65
4125,1.713
18746,0.979
5015,1.705
8731,5.00001
7103,1.563
3369,2.287
13560,0.858
9387,1.458
6681,5.00001
12331,0.586
19085,1.92
8938,4.72
4959,1.0
1171,0.633
7263,1.585
8433,1.984
10801,1.617
1243,0.72
14383,1.801
5123,0.991
7771,1.446
4323,5.00001
8821,5.00001
2930,0.332
12997,2.099
7830,1.397
20263,2.545
17285,1.353
8904,3.267
13412,1.643
355,1.643
7623,1.668
1954,1.069
7972,3.074
2302,1.646
11406,4.379
14505,1.65
8075,2.225
2140,0.707
2207,1.23
18634,0.977
7889,2.138
14166,1.203
18792,1.617
15198,1.429
4668,2.25
178,1.469
18513,2.38
16297,2.028
9465,0.807
3179,0.602
11020,2.013
9520,1.178
12101,1.593
8211,2.25
18537,1.908
9641,2.023
15202,1.736
13846,1.245
9826,3.25
13643,1.215
8114,2.539
14945,1.386
9370,1.208
238,1.394
4875,0.972
6190,1.668
1323,0.877
14455,1.848
8080,2.252
20145,1.868
14484,1.724
2330,0.936
5392,4.201
6091,1.571
10789,1.552
13921,1.781
10402,3.481
19636,0.852
9921,1.851
5427,2.675
7735,1.536
10435,2.782
14999,1.663
19844,0.729
164,2.25
17902,5.00001
3451,1.9
9165,0.746
2959,1.703
15498,5.00001
13247,1.76
2467,1.042
18955,2.288
19440,1.152
20126,1.608
2070,0.685
19668,0.743
12823,1.39
12947,1.327
9145,0.463
16313,1.375
16357,1.522
5551,1.313
15055,1.379
6688,3.25
14735,0.956
17737,2.641
3367,1.767
5936,1.568
14169,1.179
20379,1.672
12596,1.114
10571,5.00001
15322,2.002
18837,2.984
18975,3.177
6985,1.63
7264,1.546
7223,0.929
15595,2.8
15815,2.42
2997,1.165
18638,0.745
893,3.56
10761,2.661
19366,1.107
3296,2.005
7164,1.434
4345,2.109
8870,5.00001
18578,0.865
2491,0.905
11789,1.55
15933,3.292
940,2.08
353,1.004
18221,3.612
329,0.797
10180,2.043
6848,2.033
703,1.625
18042,2.544
880,2.312
16765,3.45
2975,0.595
20043,3.032
1457,2.132
19057,2.333
16140,0.559
7987,2.173
5799,2.519
926,3.373
4172,1.767
1820,2.122
4321,5.00001
2635,0.575
19129,1.975
15540,5.00001
3971,3.349
4731,1.468
10939,2.21
17020,5.00001
272,1.669
6846,2.205
13329,1.164
14532,1.375
8995,0.854
18836,2.812
4702,4.741
1210,0.949
16481,1.883
17465,4.269
5754,2.023
16789,2.379
3089,1.053
8765,3.833
7566,1.67
11348,3.839
4034,3.183
852,2.56
18615,1.168
13574,1.075
19711,0.969
22,1.139
10426,5.00001
20159,2.322
3301,1.368
17890,5.00001
9719,3.875
3682,1.989
602,2.038
12731,1.122
911,2.989
3674,1.772
12243,5.00001
15923,3.398
4190,4.383
5183,0.957
12975,1.14
15395,1.375
16130,0.593
1147,0.857
20184,3.449
17342,1.5
7475,0.892
7973,3.36
17273,1.281
362,3.298
8003,2.777
5528,2.302
71,0.952
17535,1.784
5068,1.2
11633,0.936
10952,5.00001
13027,0.861
9960,1.052
3392,1.662
3067,0.96
10076,3.379
11947,1.411
15725,4.5
18715,1.108
1267,1.311
551,4.054
3168,0.666
16114,0.728
3754,3.861
15331,1.781
13932,1.717
5100,0.957
12745,0.834
18521,3.088
14650,1.449
1903,4.375
11394,2.557
15526,2.375
14812,2.334
9699,0.924
1530,3.357
1345,1.775
15341,2.185
6924,3.327
15236,1.344
8940,4.07
11795,0.799
17001,5.00001
7503,1.048
16712,1.375
15884,4.268
4196,2.643
7868,1.533
13350,1.038
17344,2.6
9084,2.332
13924,1.292
6507,4.441
15010,1.635
15232,1.41
10973,1.904
6482,2.055
2736,0.944
5023,3.532
4633,1.938
15278,2.401
12123,4.29
8453,2.101
10807,1.577
15282,1.488
12012,1.335
5557,1.913
12761,0.882
11092,2.154
16051,0.875
15682,2.7
16978,1.734
19983,2.979
6245,1.311
2186,0.612
14042,1.766
6241,1.619
6720,4.691
18571,1.111
16953,3.338
2861,0.595
14030,1.265
17224,1.286
9683,1.298
1992,0.396
10558,2.277
5555,1.846
4152,1.813
1589,2.944
8165,1.375
15490,5.00001
3833,2.66
18288,2.344
1660,1.976
7712,1.662
14351,5.00001
698,1.673
8879,4.611
550,2.75
18292,1.59
10865,1.58
955,2.854
10371,5.00001
13256,5.0
12890,1.345
14018,1.381
19036,1.612
3176,1.125
8058,1.426
7072,2.768
15552,5.00001
7169,1.396
3784,2.021
19961,2.303
4538,2.133
13155,1.74
13360,0.955
1654,2.917
12299,0.918
7457,1.244
14142,0.833
9495,0.661
11417,3.905
1270,2.631
8180,1.0
12044,1.875
13599,0.894
4729,1.394
4824,1.413
14920,1.591
9553,0.563
8746,4.147
9782,4.5
137,3.659
17508,2.348
14259,3.458
18516,3.223
12407,1.378
18987,1.604
12742,0.87
1666,1.97
838,2.344
13361,1.15
11816,1.234
552,2.281
19632,0.645
12613,0.934
5815,2.314
8133,2.429
15385,1.475
18274,1.943
14627,1.565
14545,1.753
11229,1.94
10583,2.784
15653,2.5
17248,1.133
12022,2.232
711,1.6
13287,1.614
16057,1.031
13162,1.01
13149,2.511
12963,1.65
4722,4.2
158,3.487
9705,1.379
18651,0.995
10582,2.742
14647,1.328
4832,2.0
18898,0.949
13811,0.801
14582,1.653
18272,2.445
2213,1.509
4887,1.029
15678,4.273
10532,2.659
18965,1.516
6297,1.125
2738,0.958
3117,0.917
8555,3.527
5941,2.912
9135,1.223
12413,1.228
1056,1.023
19043,1.578
17265,0.861
9616,1.425
5976,0.933
5689,4.291
8655,3.79
16281,0.836
16749,3.5
20279,2.082
9258,3.31
17942,2.883
5145,0.942
10876,1.875
5810,2.26
14512,2.1
19830,0.713
12871,1.357
2033,1.538
596,2.325
13952,1.146
1152,1.423
14236,2.25
15488,5.00001
18804,0.922
8918,2.75
1198,0.57
2828,0.731
5595,2.734
12198,0.55
6934,1.962
4622,2.578
8044,1.453
12008,1.625
10790,1.978
9945,2.133
9080,2.518
14570,4.361
19886,0.495
9449,1.092
3866,2.051
7492,1.512
9849,1.644
7120,1.352
3796,2.554
6981,1.606
15857,3.38
11286,2.609
16359,1.134
1476,1.51
4541,1.525
20050,1.708
11797,1.25
5417,3.214
6956,1.707
12511,1.603
9115,2.026
11707,0.936
16792,2.926
9044,1.114
14957,1.114
3359,1.615
13464,0.829
354,0.948
13826,1.324
18077,1.972
18644,1.078
19249,1.741
13683,0.849
12736,0.973
10536,3.291
5250,5.00001
4933,1.425
18403,2.842
11710,0.913
7730,1.853
11740,2.44
11672,1.285
17997,3.424
11701,1.627
19610,0.931
7040,2.852
7347,0.99
10945,2.48
12624,1.157
18409,2.658
12321,0.769
63,0.761
18275,1.234
14362,2.775
14711,1.091
16778,5.00001
5192,0.898
9492,0.835
13644,2.831
7307,1.463
17640,1.786
1610,3.142
20257,2.53
7950,2.182
15978,3.0
14762,1.602
726,1.911
19045,1.24
10776,2.625
11786,1.691
9899,1.844
12987,1.324
4397,1.925
5093,0.975
3149,0.512
15481,2.489
18163,4.063
7941,2.108
913,2.222
15787,2.923
799,1.576
8156,1.125
8277,1.721
584,2.664
9344,5.00001
16008,3.75
5166,1.057
17316,2.825
948,2.213
19332,1.514
1781,0.379
15233,1.556
3147,0.535
19618,0.75
9228,4.0
7450,1.241
7543,1.096
3836,2.794
16916,3.627
8358,1.928
17114,2.601
8663,3.39
5527,2.387
13824,1.286
11282,2.738
7616,1.674
13658,2.203
7864,2.131
16849,3.76
1902,2.063
12302,1.058
10933,4.771
4469,1.319
13564,1.611
4218,5.00001
14170,1.591
16134,0.577
19545,0.58
6604,1.886
8199,2.188
4744,2.511
2348,1.369
3699,2.317
4394,1.75
15515,2.25
12848,1.171
10565,5.00001
16885,4.148
4825,1.375
9890,2.808
6627,1.99
18993,1.465
16100,1.837
13164,1.625
9711,1.469
14701,0.93
19116,3.453
17195,2.75
10253,3.007
7947,2.217
12294,3.181
3244,0.725
5888,1.98
15900,2.212
7420,1.21
4630,3.5
16868,2.824
15985,2.711
12239,1.304
79,1.313
13305,1.174
14510,1.589
14467,1.678
10814,1.214
19992,2.431
2875,0.701
10301,2.932
3528,2.766
18645,0.732
10555,3.134
5512,3.033
7874,1.183
19890,0.962
11200,1.992
18931,1.651
13352,1.198
12628,1.441
15737,2.603
14093,1.099
10214,2.803
2269,0.683
11086,1.974
13975,2.044
13732,0.928
5469,2.638
5974,0.919
13335,1.217
16776,5.00001
19245,1.744
2495,0.55
15312,1.66
20397,0.917
13758,1.201
5018,2.667
2172,0.906
6656,2.823
322,0.871
16419,1.792
9969,1.171
11727,1.677
5177,0.904
1510,2.753
288,1.406
20066,2.212
9702,1.255
13799,0.425
6716,2.524
6798,2.344
18559,0.582
4739,1.188
5572,2.056
10070,2.016
9005,0.977
12111,3.921
7752,1.821
15885,4.052
8233,3.78
8170,1.292
18922,2.61
11924,1.691
4351,2.523
3909,2.209
13306,1.064
11565,1.923
17679,2.678
1576,2.873
14075,0.862
5756,1.969
5939,1.25
442,2.455
13834,1.625
7440,0.965
3494,2.399
15372,2.374
467,1.75
19727,0.646
5876,2.938
3251,1.432
3966,3.749
10540,3.336
9773,2.913
6537,4.318
12570,1.03
8048,1.852
17729,0.813
15166,1.83
19451,0.735
8305,1.377
14859,1.433
658,1.915
17333,3.25
15607,2.75
19730,0.672
1863,0.846
18517,2.333
3715,3.127
2750,0.439
