,Unnamed: 0.1,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc
19395,19395,19561,2.0,6.41,1.06,2784.0,3.54,37.59,-120.98,4.6484
3158,3158,3174,41.0,5.69,1.02,443.0,3.03,36.37,-119.78,3.1406
3713,3713,3734,30.0,4.04,0.98,306.0,2.37,34.19,-118.4,4.1125
11584,11584,11678,35.0,6.02,0.99,949.0,3.44,33.85,-117.99,5.2548
11036,11036,11126,22.0,4.01,0.98,865.0,2.94,33.85,-117.91,3.025
11007,11007,11097,22.0,6.72,1.04,1706.0,3.26,33.83,-117.88,6.4685
11662,11662,11756,16.0,7.01,1.17,613.0,2.71,38.73,-121.18,6.0302
16283,16283,16419,38.0,5.95,1.16,125.0,3.29,37.9,-121.31,2.9
17742,17742,17892,42.0,4.78,1.05,1940.0,2.88,37.36,-121.91,3.2153
13660,13660,13771,26.0,5.88,1.01,1884.0,2.83,34.02,-117.03,4.1361
13471,13471,13580,52.0,5.33,1.16,1171.0,2.57,34.13,-117.29,1.4815
12787,12787,12889,14.0,4.88,0.91,424.0,2.74,38.66,-121.36,3.6953
10526,10526,10605,9.0,6.43,1.04,1447.0,2.84,33.67,-117.81,7.4581
683,683,684,31.0,5.07,1.14,1561.0,2.49,37.68,-122.14,2.7955
11514,11514,11606,16.0,6.89,0.92,1379.0,3.21,33.8,-118.02,8.4952
6698,6698,6748,47.0,5.33,1.24,419.0,2.69,34.11,-118.07,3.1576
1161,1161,1162,30.0,5.37,1.06,1688.0,2.94,39.51,-121.52,2.334
2149,2149,2160,43.0,6.24,1.05,890.0,2.37,36.77,-119.81,3.4265
13734,13734,13846,10.0,5.98,1.08,1174.0,3.24,34.5,-117.35,3.375
5733,5733,5779,6.0,3.95,1.12,2315.0,2.74,34.15,-118.26,2.8884
903,903,904,26.0,5.77,0.92,1285.0,3.18,37.54,-121.99,5.388
8489,8489,8553,28.0,4.91,0.99,887.0,4.09,33.74,-118.3,3.9375
19538,19538,19709,13.0,5.2,0.95,821.0,2.24,39.18,-121.63,2.0978
594,594,595,38.0,5.7,1.01,1784.0,2.74,37.71,-122.08,4.8237
16245,16245,16381,4.0,4.35,1.1,491.0,1.41,38.02,-121.3,2.8523
2077,2077,2088,46.0,4.76,1.08,1368.0,2.48,36.75,-119.8,1.5273
1358,1358,1359,17.0,5.68,1.06,1939.0,2.99,38.03,-121.97,3.7043
1374,1374,1375,50.0,4.79,0.98,837.0,2.31,38.01,-122.12,3.609
19808,19808,19981,17.0,4.32,1.09,713.0,1.97,36.19,-119.1,1.6186
57,57,57,52.0,6.1,1.37,728.0,2.98,37.82,-122.28,0.8172
13822,13822,13934,29.0,11.42,2.33,323.0,2.86,34.24,-117.32,1.9265
12389,12389,12489,38.0,2.91,1.17,1091.0,1.32,38.57,-121.49,1.2209
3109,3109,3125,4.0,3.0,0.5,8.0,1.33,35.22,-117.76,1.625
4597,4597,4628,30.0,2.55,1.04,2535.0,2.08,34.06,-118.31,1.6987
962,962,963,18.0,6.74,0.99,1395.0,3.27,37.69,-121.91,6.3132
724,724,725,35.0,4.37,1.08,1146.0,2.56,37.68,-122.12,2.95
9075,9075,9142,12.0,6.39,1.11,1502.0,2.78,34.49,-117.89,3.7043
18248,18248,18400,25.0,6.23,1.04,3275.0,3.43,37.25,-121.84,5.6488
993,993,994,12.0,5.26,0.98,2595.0,2.43,37.71,-121.73,3.9864
19223,19223,19383,28.0,5.21,1.0,535.0,2.31,37.77,-120.86,2.3523
9373,9373,9443,24.0,5.73,1.4,79.0,2.63,37.67,-119.81,3.8333
150,150,150,52.0,5.95,1.0,756.0,2.22,37.81,-122.22,4.072
2344,2344,2357,14.0,7.9,1.06,2085.0,3.38,36.82,-119.64,5.6739
11466,11466,11558,29.0,5.15,1.05,922.0,3.62,33.77,-117.99,3.1902
10207,10207,10283,16.0,6.91,1.03,1971.0,3.43,33.87,-117.76,6.4265
2653,2653,2667,21.0,4.41,0.94,890.0,3.84,33.12,-115.51,2.101
3580,3580,3600,26.0,5.26,0.98,1590.0,2.71,34.23,-118.5,4.5167
18602,18602,18755,36.0,4.57,1.13,930.0,2.33,40.68,-122.35,1.3801
5296,5296,5338,21.0,4.75,1.09,1435.0,2.42,34.04,-118.45,3.9489
13151,13151,13256,27.0,6.23,0.92,1071.0,2.9,34.12,-117.65,6.5587
917,917,918,33.0,5.23,1.0,2721.0,3.57,37.52,-121.95,5.2308
7768,7768,7828,32.0,4.6,1.1,1371.0,3.18,33.91,-118.14,3.1204
18923,18923,19079,17.0,5.23,1.14,1587.0,2.51,38.32,-122.49,3.2727
18567,18567,18720,7.0,4.04,1.04,2557.0,1.99,40.6,-122.37,2.4079
3012,3012,3028,46.0,5.7,1.13,1423.0,2.95,35.13,-119.46,2.1955
4748,4748,4782,35.0,3.98,1.17,2221.0,2.77,34.03,-118.32,2.1046
15583,15583,15712,52.0,4.85,1.08,614.0,1.72,37.79,-122.44,3.6812
7572,7572,7631,11.0,3.66,0.99,1897.0,3.05,33.84,-118.29,3.5094
2888,2888,2902,48.0,5.49,1.46,129.0,2.05,35.38,-119.02,1.1875
19849,19849,20022,5.0,5.48,1.03,1785.0,3.64,36.08,-119.07,3.0
5024,5024,5059,35.0,5.04,0.98,1583.0,2.11,34.01,-118.35,3.5486
17189,17189,17335,20.0,5.8,0.95,2490.0,3.76,34.9,-120.48,3.0559
2568,2568,2582,25.0,3.49,1.02,794.0,2.09,40.86,-124.09,1.1742
8848,8848,8913,27.0,3.3,1.06,1042.0,1.75,34.03,-118.46,2.75
12878,12878,12980,16.0,4.5,1.1,2181.0,1.89,38.68,-121.31,2.1009
12620,12620,12721,37.0,7.1,0.98,1006.0,2.52,38.58,-121.37,7.3343
11587,11587,11681,29.0,4.27,1.03,2413.0,3.9,33.84,-118.0,2.8169
2961,2961,2976,9.0,6.73,1.09,3084.0,2.93,35.33,-119.09,4.997
2644,2644,2658,16.0,6.4,1.64,816.0,2.5,40.22,-124.0,1.319
1082,1082,1083,52.0,4.26,1.14,802.0,2.35,39.72,-121.84,0.9566
19022,19022,19179,29.0,7.87,1.02,161.0,2.6,38.43,-122.68,6.0774
15458,15458,15585,36.0,7.87,1.78,334.0,2.65,33.09,-116.58,3.0089
6543,6543,6593,43.0,7.34,1.02,1467.0,2.52,34.17,-118.18,9.0702
3888,3888,3912,18.0,4.58,1.03,3161.0,2.47,34.19,-118.55,3.1106
18835,18835,18990,17.0,5.98,1.14,934.0,3.06,38.48,-121.99,4.6719
5496,5496,5538,16.0,17.5,1.75,17.0,4.25,33.97,-118.43,7.7197
17244,17244,17390,29.0,5.13,1.21,1617.0,3.49,34.96,-120.44,2.6531
6704,6704,6754,52.0,6.08,1.06,792.0,2.69,34.1,-118.1,3.75
11902,11902,11996,21.0,6.56,1.08,2834.0,3.28,33.94,-117.53,4.2263
5914,5914,5960,29.0,6.0,0.98,1484.0,3.33,34.11,-117.83,4.9844
10200,10200,10276,22.0,4.44,0.97,971.0,3.9,33.85,-117.88,3.1667
728,728,729,45.0,5.46,1.01,1159.0,2.9,37.68,-122.12,3.4839
18944,18944,19100,17.0,5.24,0.89,1482.0,2.71,38.26,-122.61,4.6833
3048,3048,3064,16.0,4.41,1.04,3078.0,4.73,35.68,-119.22,1.8843
20362,20362,20542,33.0,6.58,1.01,979.0,2.6,38.55,-121.75,4.7308
7237,7237,7291,18.0,2.54,1.09,1913.0,2.73,33.98,-118.22,1.2059
16929,16929,17072,18.0,3.48,1.11,1639.0,1.93,37.52,-122.21,2.7399
6101,6101,6150,30.0,4.69,1.07,2477.0,4.32,34.09,-117.96,3.4427
4186,4186,4215,46.0,3.88,0.95,966.0,2.32,34.13,-118.27,2.9392
13086,13086,13190,31.0,5.15,1.06,1187.0,3.32,34.07,-117.71,3.8875
4582,4582,4613,26.0,2.29,1.12,2660.0,2.65,34.07,-118.29,2.3567
3860,3860,3883,35.0,6.53,1.1,1052.0,4.24,34.22,-118.52,5.5209
9836,9836,9909,34.0,4.42,0.97,1162.0,2.86,38.31,-122.3,3.455
12318,12318,12418,19.0,4.03,1.02,3157.0,4.09,33.71,-116.21,1.7083
1842,1842,1852,11.0,6.59,1.29,1343.0,2.8,41.75,-124.23,2.4805
13004,13004,13108,7.0,6.87,1.04,2916.0,3.29,38.41,-121.38,4.7557
1005,1005,1006,26.0,5.07,1.03,1422.0,2.72,37.69,-121.75,3.7212
5150,5150,5188,34.0,4.22,0.96,661.0,3.87,33.94,-118.27,2.0789
6416,6416,6466,34.0,5.53,0.98,1542.0,3.28,34.09,-118.04,4.6211
18971,18971,19127,32.0,6.47,1.14,660.0,3.2,38.25,-122.67,4.0729
5702,5702,5747,48.0,5.8,1.04,825.0,3.07,34.17,-118.27,5.5118
16113,16113,16246,43.0,4.94,0.98,1322.0,2.5,37.98,-121.27,2.5714
13582,13582,13691,24.0,6.43,1.66,594.0,3.18,34.13,-117.24,1.1522
18441,18441,18593,46.0,4.7,0.92,408.0,2.76,37.09,-122.09,3.9408
2463,2463,2477,17.0,4.1,1.1,715.0,4.9,36.16,-120.1,2.3295
5288,5288,5330,23.0,3.37,1.06,2103.0,1.73,34.05,-118.45,3.7549
15468,15468,15595,12.0,8.58,2.02,1289.0,2.26,33.19,-116.37,2.5795
12790,12790,12892,15.0,5.34,1.11,1842.0,2.25,38.66,-121.33,2.7797
3853,3853,3876,36.0,5.92,1.11,1334.0,2.83,34.22,-118.51,4.3462
18316,18316,18468,16.0,7.92,1.05,2051.0,2.96,37.15,-121.61,7.8601
10278,10278,10355,36.0,6.15,1.07,531.0,2.48,33.72,-117.6,5.6346
2755,2755,2769,8.0,10.0,1.92,63.0,2.62,33.32,-115.98,1.4688
15378,15378,15504,14.0,7.11,1.0,3097.0,3.05,33.08,-117.25,6.617
12962,12962,13066,13.0,4.45,1.03,2420.0,2.29,38.54,-121.32,2.9693
1921,1921,1931,12.0,7.59,1.22,1357.0,3.01,38.58,-121.0,5.3344
19348,19348,19512,33.0,4.21,1.06,1318.0,3.78,37.61,-121.02,1.7104
6914,6914,6967,50.0,4.3,1.01,1362.0,3.0,33.98,-118.04,3.0
19218,19218,19378,46.0,5.39,1.08,239.0,2.99,37.77,-120.69,3.3182
17229,17229,17375,31.0,6.15,1.06,1386.0,2.42,34.96,-120.42,3.6212
16882,16882,17023,26.0,6.99,1.02,1611.0,2.79,37.52,-122.32,8.4693
20167,20167,20342,21.0,6.31,1.04,4199.0,2.7,34.23,-119.04,5.0145
17154,17154,17300,23.0,4.1,1.06,889.0,2.58,34.39,-119.52,2.6397
7300,7300,7355,25.0,3.58,1.08,2621.0,4.17,33.96,-118.17,2.3
831,831,832,31.0,4.93,1.19,1858.0,4.25,37.6,-122.02,2.652
9867,9867,9940,13.0,5.79,1.03,3864.0,3.16,38.19,-122.29,4.7472
6919,6919,6972,46.0,4.48,1.05,880.0,2.0,33.98,-118.03,2.7578
705,705,706,10.0,6.44,1.03,3827.0,2.97,37.65,-122.04,6.2579
14008,14008,14122,30.0,3.96,1.12,1389.0,3.11,32.74,-117.1,2.3641
7618,7618,7677,33.0,5.2,1.07,547.0,3.24,33.92,-118.09,5.3146
7390,7390,7447,44.0,5.57,1.02,968.0,4.03,33.94,-118.18,3.4688
1714,1714,1722,39.0,4.73,1.1,316.0,6.08,37.96,-122.36,0.716
20150,20150,20325,21.0,7.28,1.08,863.0,3.38,34.28,-119.04,4.5833
356,356,356,36.0,5.36,1.11,1438.0,2.77,37.76,-122.16,2.4598
3124,3124,3140,2.0,6.22,1.15,923.0,2.73,34.87,-118.19,5.0553
19004,19004,19161,8.0,5.84,1.04,3833.0,2.98,38.36,-122.68,4.3278
8861,8861,8926,41.0,3.87,1.11,1058.0,1.58,34.0,-118.48,3.2061
9202,9202,9269,16.0,7.03,0.96,1659.0,2.63,38.14,-122.54,7.5412
14487,14487,14604,34.0,6.0,0.99,1021.0,2.69,32.81,-117.16,3.6371
16838,16838,16978,36.0,5.33,0.95,1169.0,3.16,37.57,-122.3,5.033
12718,12718,12819,23.0,6.11,1.01,4147.0,3.29,38.62,-121.48,3.8272
5891,5891,5937,21.0,4.79,1.07,1332.0,3.1,34.15,-117.9,3.3942
167,167,167,29.0,3.19,1.12,1335.0,1.73,37.8,-122.25,1.3929
10524,10524,10603,9.0,5.33,1.02,675.0,2.3,33.67,-117.81,5.2124
16992,16992,17136,50.0,4.67,0.98,76.0,1.81,37.45,-122.16,7.6129
6425,6425,6475,33.0,4.82,1.09,1715.0,3.24,34.09,-118.08,2.9196
10766,10766,10849,14.0,3.7,1.08,1584.0,2.25,33.65,-117.91,4.0417
13131,13131,13236,16.0,7.6,0.99,949.0,3.28,34.14,-117.65,8.6573
263,263,263,43.0,5.02,1.04,1537.0,3.18,37.77,-122.2,2.898
16099,16099,16232,52.0,5.84,1.05,1128.0,2.21,37.97,-121.3,4.061
17302,17302,17448,23.0,5.62,1.07,1392.0,3.21,34.63,-120.47,3.7917
11461,11461,11552,30.0,4.45,1.11,1314.0,3.14,33.75,-117.99,3.0909
19481,19481,19652,34.0,4.44,1.04,2916.0,3.03,37.5,-120.86,1.9829
1835,1835,1845,49.0,6.29,1.02,1148.0,2.26,37.9,-122.28,6.3538
19173,19173,19331,37.0,9.21,2.09,777.0,2.26,38.49,-122.94,2.7072
3970,3970,3994,35.0,6.06,0.93,908.0,2.65,34.17,-118.57,6.0928
5136,5136,5174,34.0,4.47,1.12,902.0,4.08,33.95,-118.27,2.3365
1443,1443,1445,28.0,6.41,0.97,1372.0,3.1,37.97,-121.99,6.2135
12023,12023,12119,3.0,7.84,1.08,8437.0,3.6,33.97,-117.21,5.6409
9914,9914,9987,32.0,4.9,1.15,1549.0,2.79,38.58,-122.58,2.3942
3368,3368,3387,31.0,5.69,1.05,3540.0,3.13,34.24,-118.33,4.2639
490,490,491,52.0,5.79,1.08,719.0,2.44,37.86,-122.25,5.0463
9422,9422,9493,16.0,4.94,1.06,830.0,2.97,39.37,-123.75,3.25
12016,12016,12112,23.0,5.67,0.99,1580.0,2.96,34.01,-117.32,4.4063
15332,15332,15458,9.0,6.09,1.06,2235.0,3.0,33.18,-117.26,4.5781
6308,6308,6358,33.0,4.04,1.06,903.0,2.74,34.14,-117.97,3.1094
9138,9138,9205,7.0,7.15,1.31,1268.0,2.68,37.33,-119.62,3.0224
14690,14690,14808,37.0,4.62,1.06,1304.0,1.93,32.69,-117.18,3.2121
17999,17999,18151,19.0,3.75,1.05,2496.0,2.53,37.34,-122.04,3.6991
18318,18318,18470,13.0,6.26,1.04,2795.0,3.66,37.15,-121.64,6.1684
5724,5724,5770,47.0,4.21,1.03,787.0,2.28,34.16,-118.27,3.0114
19855,19855,20028,31.0,4.66,1.05,1154.0,3.32,36.08,-119.01,1.8857
3338,3338,3357,39.0,5.22,1.05,1467.0,2.36,40.42,-120.65,2.1875
2519,2519,2533,23.0,5.5,1.06,1443.0,3.17,39.72,-122.04,2.5625
18514,18514,18666,11.0,5.4,1.09,2004.0,2.37,36.99,-121.94,4.2898
3162,3162,3178,19.0,5.36,1.01,1971.0,3.25,36.32,-119.79,3.0667
17593,17593,17742,7.0,6.51,1.08,1047.0,3.46,37.31,-121.78,6.234
8077,8077,8140,36.0,5.27,1.03,887.0,2.34,33.82,-118.11,3.8162
10361,10361,10438,27.0,4.64,1.32,597.0,1.92,33.42,-117.62,3.1395
14828,14828,14949,14.0,5.82,1.05,3597.0,2.82,32.74,-116.97,4.2192
9120,9120,9187,2.0,9.77,1.44,1787.0,2.92,34.38,-118.61,6.6916
14889,14889,15012,43.0,5.07,1.06,1534.0,2.45,32.76,-117.04,3.141
13100,13100,13204,10.0,5.17,1.01,1055.0,2.91,34.05,-117.69,4.3264
1861,1861,1871,24.0,9.78,2.32,755.0,3.39,38.94,-119.95,2.5875
6479,6479,6529,28.0,3.43,1.01,3160.0,5.1,34.06,-118.06,2.5763
1064,1064,1065,39.0,4.31,1.0,623.0,2.36,39.74,-121.85,2.2833
10924,10924,11011,32.0,7.21,0.94,967.0,3.02,33.77,-117.82,7.0565
4445,4445,4475,39.0,4.4,1.01,731.0,4.08,34.08,-118.17,3.2279
18370,18370,18522,16.0,6.05,1.1,1603.0,2.88,36.97,-122.05,4.2542
1326,1326,1327,5.0,4.19,0.99,1037.0,2.79,38.02,-121.9,3.6154
18883,18883,19039,33.0,4.71,1.0,75.0,2.42,38.36,-121.99,3.5179
3573,3573,3593,32.0,6.33,1.0,1285.0,3.1,34.24,-118.48,6.6537
12097,12097,12193,23.0,5.08,1.14,3405.0,2.52,33.64,-117.35,2.5395
11661,11661,11755,11.0,7.95,1.03,1931.0,3.13,38.73,-121.2,7.7499
13036,13036,13140,24.0,6.42,1.11,1966.0,7.86,38.34,-121.41,3.0833
18192,18192,18344,44.0,4.28,1.01,1779.0,2.14,37.42,-122.15,3.9243
15782,15782,15914,52.0,5.16,1.0,1208.0,3.03,37.74,-122.41,3.6429
5828,5828,5874,45.0,4.6,1.0,720.0,2.49,34.18,-118.34,3.875
4885,4885,4919,36.0,4.51,1.17,1112.0,4.86,34.0,-118.25,1.7237
16384,16384,16520,33.0,4.1,0.93,446.0,2.25,37.79,-121.21,1.6724
15719,15719,15850,23.0,4.6,1.1,118.0,2.95,37.74,-122.44,4.5375
2938,2938,2953,42.0,4.56,0.92,776.0,2.85,35.35,-119.02,1.983
8108,8108,8171,35.0,4.39,1.04,774.0,1.85,33.8,-118.12,2.7092
7810,7810,7871,37.0,4.77,0.98,740.0,3.05,33.89,-118.14,4.9107
12783,12783,12885,8.0,4.29,1.04,1694.0,2.19,38.66,-121.35,2.7011
18057,18057,18209,21.0,4.21,1.06,7273.0,2.38,37.4,-122.06,4.3351
11687,11687,11781,11.0,5.02,0.95,1049.0,2.84,38.78,-121.24,3.5288
8589,8589,8653,29.0,4.26,1.09,919.0,1.88,33.85,-118.4,5.6017
18206,18206,18358,35.0,8.19,1.06,676.0,2.68,37.36,-122.1,8.5294
16154,16154,16288,21.0,5.12,1.03,1140.0,3.75,37.93,-121.31,2.4667
9408,9408,9479,27.0,4.04,1.03,779.0,2.38,39.4,-123.35,1.85
4341,4341,4370,52.0,6.13,1.05,775.0,2.33,34.11,-118.28,5.4122
17117,17117,17263,23.0,3.63,1.15,1898.0,3.33,34.42,-119.71,2.5506
15362,15362,15488,12.0,5.97,1.03,1211.0,3.06,33.14,-117.12,3.8967
19485,19485,19656,42.0,3.77,1.03,310.0,4.43,37.49,-120.85,1.4063
11728,11728,11822,14.0,5.76,0.99,839.0,2.82,38.94,-121.07,4.7143
5867,5867,5913,30.0,4.07,1.0,1357.0,3.38,34.29,-118.44,3.1588
6837,6837,6890,31.0,4.98,1.03,2975.0,4.16,34.05,-118.1,3.756
3477,3477,3497,33.0,6.06,1.03,1303.0,2.98,34.27,-118.48,4.9955
233,233,233,45.0,5.99,0.99,1106.0,2.44,37.79,-122.19,4.6563
6577,6577,6627,40.0,3.82,0.91,1056.0,3.83,34.17,-118.14,2.3
3507,3507,3527,36.0,6.42,1.08,1499.0,3.0,34.27,-118.52,5.5649
9820,9820,9893,48.0,5.03,1.05,1219.0,2.69,38.29,-122.3,2.9643
19282,19282,19443,18.0,4.55,1.04,3622.0,3.21,37.68,-121.04,2.0272
9919,9919,9992,16.0,5.26,1.04,508.0,2.67,39.09,-121.11,2.3062
12752,12752,12854,40.0,2.09,0.53,50.0,1.56,38.68,-121.38,1.7596
2122,2122,2133,31.0,4.85,0.89,1186.0,3.29,36.8,-119.7,2.6932
20274,20274,20452,20.0,5.3,0.99,1882.0,2.71,34.28,-118.81,4.1607
3297,3297,3314,23.0,7.64,2.42,265.0,3.15,39.02,-122.79,1.8833
10398,10398,10476,17.0,6.42,1.08,1194.0,3.56,33.6,-117.69,5.4622
14317,14317,14433,31.0,3.78,1.05,724.0,1.95,32.8,-117.23,2.6403
20098,20098,20273,18.0,5.1,1.23,2164.0,1.79,34.17,-119.23,3.6875
2911,2911,2926,36.0,5.02,1.18,1490.0,2.82,35.36,-119.01,1.2157
370,370,370,44.0,5.85,1.21,946.0,2.86,37.75,-122.15,3.225
5854,5854,5900,12.0,3.75,1.1,2118.0,2.49,34.17,-118.31,3.1823
6216,6216,6265,34.0,5.34,1.0,1341.0,4.14,34.05,-117.94,3.7708
17762,17762,17912,35.0,5.99,1.03,701.0,3.25,37.36,-121.98,7.8543
15974,15974,16106,45.0,4.94,1.01,920.0,2.86,37.76,-122.54,3.96
14297,14297,14413,44.0,5.17,1.03,892.0,2.12,32.78,-117.24,4.1742
7668,7668,7727,27.0,4.36,1.08,466.0,3.5,33.93,-118.12,3.0909
13779,13779,13891,10.0,6.2,1.26,1403.0,2.05,34.1,-116.32,2.6618
3893,3893,3917,32.0,4.14,1.09,1961.0,3.1,34.19,-118.53,2.625
15505,15505,15633,52.0,4.36,1.05,1016.0,2.57,37.8,-122.41,3.3839
3512,3512,3532,33.0,6.58,1.04,896.0,3.06,34.27,-118.53,5.634
18050,18050,18202,5.0,4.33,1.1,3959.0,1.96,37.39,-122.04,4.7685
19025,19025,19182,10.0,5.63,1.03,1132.0,1.77,38.43,-122.58,3.9375
15103,15103,15226,15.0,5.55,1.02,1559.0,2.86,33.05,-117.24,5.3129
18337,18337,18489,16.0,5.71,1.01,3575.0,3.08,37.01,-121.59,4.3227
5052,5052,5087,45.0,4.71,1.14,1382.0,3.79,33.98,-118.28,0.9337
19250,19250,19411,19.0,8.05,1.17,1412.0,3.05,37.73,-120.97,5.7476
19102,19102,19259,17.0,5.19,1.0,1704.0,2.89,38.45,-122.74,3.9329
1032,1032,1033,10.0,6.81,1.29,638.0,2.44,38.5,-120.65,2.65
8692,8692,8756,26.0,5.1,0.97,881.0,2.85,33.81,-118.36,5.1778
19491,19491,19662,52.0,4.95,1.01,922.0,2.65,37.5,-120.85,1.7227
11496,11496,11588,19.0,5.86,1.06,1160.0,2.57,33.78,-118.01,5.9357
6579,6579,6629,18.0,4.12,0.92,1474.0,3.55,34.16,-118.15,1.2891
19856,19856,20029,19.0,5.44,1.09,1432.0,2.85,36.08,-119.03,2.6944
15228,15228,15352,14.0,5.07,1.11,2140.0,3.11,33.25,-117.31,3.125
13664,13664,13775,24.0,5.37,1.07,2127.0,2.76,34.03,-117.1,2.5172
18643,18643,18796,18.0,7.05,1.5,247.0,2.31,40.89,-122.31,2.2583
9152,9152,9219,36.0,4.98,1.05,639.0,2.61,37.12,-120.27,1.9464
8318,8318,8382,25.0,4.1,1.15,1498.0,3.32,33.96,-118.36,2.8378
14159,14159,14275,42.0,4.69,1.13,945.0,3.66,32.7,-117.13,0.8991
19114,19114,19272,11.0,5.42,0.98,1633.0,3.06,38.44,-122.76,4.7283
19401,19401,19568,35.0,5.57,1.04,729.0,2.72,37.6,-120.95,2.9821
16672,16672,16811,26.0,3.8,1.09,2246.0,2.63,37.66,-122.42,2.6631
4554,4554,4585,26.0,1.6,1.05,1204.0,3.75,34.06,-118.27,1.4904
11987,11987,12082,14.0,6.75,1.04,1877.0,3.36,33.82,-117.52,5.1365
16240,16240,16376,7.0,4.98,1.09,1615.0,3.98,38.03,-121.29,2.5842
9200,9200,9267,32.0,4.89,1.1,1765.0,4.13,36.87,-120.13,2.234
4326,4326,4355,41.0,5.84,1.01,230.0,1.84,34.09,-118.39,4.3214
10265,10265,10342,5.0,5.47,1.09,1467.0,2.52,33.8,-117.69,5.2541
6575,6575,6625,42.0,4.22,1.09,2112.0,3.23,34.17,-118.14,2.7148
6625,6625,6675,52.0,5.26,1.04,1211.0,2.87,34.16,-118.12,5.0237
4392,4392,4421,52.0,4.39,1.06,701.0,3.71,34.07,-118.26,2.7625
8426,8426,8490,27.0,2.53,0.98,1067.0,2.67,33.9,-118.29,1.7714
3165,3165,3181,14.0,4.68,1.1,2191.0,2.79,36.31,-119.77,2.6218
14654,14654,14772,14.0,4.21,0.98,1224.0,3.37,32.57,-117.07,2.7361
16767,16767,16906,39.0,4.77,1.11,1254.0,2.26,37.57,-122.34,4.2407
13749,13749,13861,8.0,8.51,1.3,1133.0,2.7,34.5,-117.27,5.3733
330,330,330,42.0,5.22,1.12,2736.0,3.51,37.73,-122.18,2.455
13629,13629,13738,4.0,4.37,1.15,1250.0,1.88,34.05,-117.21,3.2131
6494,6494,6544,34.0,3.17,1.01,2050.0,4.04,34.05,-118.02,2.5562
13193,13193,13298,35.0,4.96,0.95,729.0,2.88,34.08,-117.64,3.495
11978,11978,12073,13.0,6.12,1.04,3920.0,2.99,33.88,-117.64,5.536
1308,1308,1309,8.0,3.76,1.08,1384.0,2.02,38.0,-121.83,1.7161
9934,9934,10007,14.0,6.16,1.18,660.0,2.89,39.11,-121.22,3.0804
15316,15316,15442,4.0,5.38,1.23,1481.0,2.36,33.18,-117.27,2.9133
1716,1716,1724,40.0,5.04,1.26,302.0,3.73,37.95,-122.36,1.8333
1051,1051,1052,37.0,5.54,1.06,533.0,2.2,38.31,-120.8,3.2135
17145,17145,17291,29.0,6.31,1.33,1266.0,2.07,34.4,-119.63,6.0069
17112,17112,17258,37.0,4.01,1.05,1027.0,2.52,34.42,-119.72,3.5905
6080,6080,6129,11.0,4.52,0.99,2307.0,4.34,34.08,-117.99,3.5625
17917,17917,18068,18.0,7.97,0.98,999.0,3.12,37.29,-122.02,8.7939
2613,2613,2627,18.0,5.13,0.99,1375.0,2.73,40.72,-124.14,2.8446
14926,14926,15049,17.0,5.35,1.05,6990.0,2.76,32.78,-116.94,3.434
2532,2532,2546,37.0,5.27,1.23,640.0,2.46,40.78,-124.19,1.8242
12055,12055,12151,3.0,6.04,0.97,3295.0,3.07,33.69,-117.19,4.5881
1570,1570,1573,22.0,4.64,1.01,579.0,2.15,37.82,-121.99,3.375
10779,10779,10863,27.0,5.52,1.03,1703.0,5.89,33.71,-117.88,4.1
9513,9513,9584,13.0,4.23,1.13,2149.0,2.62,37.32,-120.49,1.9528
17023,17023,17168,41.0,5.42,0.89,353.0,2.31,37.45,-122.27,6.3824
17115,17115,17261,52.0,4.38,0.96,980.0,2.44,34.42,-119.72,4.0125
3491,3491,3511,34.0,4.47,0.99,650.0,2.23,34.26,-118.47,3.8875
15947,15947,16079,48.0,5.73,1.03,487.0,2.35,37.74,-122.49,3.8333
1693,1693,1701,30.0,5.61,1.08,1777.0,2.47,37.97,-122.3,3.6393
17964,17964,18116,32.0,6.63,1.02,903.0,2.8,37.3,-122.02,6.359
16738,16738,16877,52.0,6.57,0.97,530.0,2.52,37.6,-122.4,6.221
9769,9769,9842,33.0,4.09,1.08,1234.0,2.05,36.6,-121.9,2.8727
16069,16069,16202,44.0,3.64,0.92,1489.0,3.86,37.94,-121.28,1.4688
13965,13965,14079,50.0,5.13,1.05,617.0,1.83,32.77,-117.11,3.6705
13783,13783,13895,18.0,4.42,1.15,994.0,2.34,34.14,-116.32,1.69
1416,1416,1418,36.0,6.27,1.12,1478.0,3.35,37.99,-122.04,4.125
9187,9187,9254,27.0,4.19,1.04,587.0,2.54,36.97,-120.07,1.6071
5388,5388,5430,26.0,3.38,1.07,1745.0,2.21,34.02,-118.42,3.4269
10072,10072,10147,33.0,6.96,0.93,1204.0,2.92,33.91,-117.92,6.1825
4133,4133,4161,44.0,3.91,1.16,1204.0,3.5,34.11,-118.18,2.3984
13277,13277,13383,14.0,5.79,1.02,6443.0,3.21,34.11,-117.58,4.7547
4849,4849,4883,38.0,3.21,1.03,1786.0,5.25,34.02,-118.26,2.131
2049,2049,2060,19.0,6.09,1.11,1257.0,3.01,36.65,-119.74,2.9013
18807,18807,18962,21.0,5.23,1.03,3927.0,2.85,38.26,-122.05,3.0912
16107,16107,16240,41.0,5.03,1.03,463.0,2.5,37.99,-121.29,3.4141
