,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc,MedHouseVal
18106,18258,36.0,5.1,0.93,448.0,2.67,37.38,-122.08,5.0086,3.667
18107,18259,36.0,6.03,0.99,485.0,2.44,37.38,-122.08,5.0796,3.734
18108,18260,36.0,6.11,1.02,348.0,2.72,37.38,-122.08,6.828,3.839
18109,18261,29.0,6.34,0.99,707.0,3.64,37.37,-122.08,7.1108,4.65
18110,18262,27.0,6.97,1.02,464.0,2.55,37.37,-122.09,6.8374,5.00001
18111,18263,34.0,6.39,1.05,776.0,2.29,37.37,-122.09,5.2971,4.421
18112,18264,25.0,4.77,1.31,368.0,2.11,37.38,-122.08,3.3917,3.429
18113,18265,22.0,4.95,0.95,1657.0,2.17,37.37,-122.07,4.8021,4.575
18114,18266,30.0,7.22,1.0,1097.0,2.7,37.37,-122.07,7.9813,4.735
18115,18267,21.0,7.82,1.03,1158.0,2.79,37.36,-122.07,7.5,5.00001
18116,18268,34.0,6.8,0.97,662.0,2.58,37.36,-122.06,6.8268,5.00001
18117,18269,28.0,8.13,1.07,1686.0,2.97,37.36,-122.07,10.0346,5.00001
18118,18270,31.0,7.13,0.99,1001.0,2.63,37.36,-122.08,9.281,5.00001
18119,18271,37.0,6.2,0.95,805.0,3.22,37.36,-122.09,5.0222,5.00001
18120,18272,37.0,7.07,1.01,930.0,2.9,37.36,-122.09,7.5274,5.00001
18121,18273,28.0,9.16,1.19,728.0,3.06,37.36,-122.08,8.2266,5.00001
18122,18274,30.0,7.34,1.06,787.0,2.83,37.35,-122.06,8.758,5.00001
18123,18275,33.0,5.59,0.92,495.0,2.29,37.34,-122.07,5.4659,5.00001
18124,18276,35.0,6.7,1.05,512.0,2.93,37.34,-122.07,7.3561,5.00001
18125,18277,35.0,7.02,1.0,619.0,3.0,37.35,-122.07,9.8144,5.00001
18126,18278,35.0,8.06,1.07,570.0,2.91,37.35,-122.07,8.5888,5.00001
18127,18279,35.0,7.13,1.1,548.0,2.9,37.35,-122.08,7.7068,5.00001
18128,18280,30.0,7.84,1.01,631.0,2.67,37.34,-122.07,10.1007,5.00001
18129,18281,23.0,7.68,0.99,922.0,2.73,37.34,-122.08,10.5142,5.00001
18130,18282,28.0,8.01,1.05,594.0,2.9,37.34,-122.08,12.367,5.00001
18131,18283,33.0,7.64,1.01,832.0,2.65,37.35,-122.08,10.3591,5.00001
18132,18284,37.0,6.98,1.03,1577.0,2.64,37.38,-122.1,7.5655,5.00001
18133,18285,37.0,7.22,1.02,945.0,2.72,37.37,-122.1,8.3924,5.00001
18134,18286,40.0,6.45,1.03,929.0,2.69,37.37,-122.1,8.1064,5.00001
18135,18287,22.0,7.9,1.04,520.0,2.78,37.37,-122.11,10.3329,5.00001
18136,18288,36.0,6.75,0.94,1296.0,2.43,37.38,-122.11,7.8177,5.00001
18137,18289,22.0,5.6,1.11,1329.0,2.04,37.38,-122.11,5.0804,5.00001
18138,18290,49.0,6.25,1.11,410.0,2.4,37.37,-122.11,7.2045,5.00001
18139,18291,18.0,7.28,1.04,555.0,2.5,37.37,-122.12,8.9021,5.00001
18140,18292,31.0,5.9,1.02,1138.0,2.37,37.4,-122.11,4.9519,5.00001
18141,18293,36.0,6.67,1.05,655.0,2.63,37.39,-122.11,6.3967,5.00001
18142,18294,35.0,7.23,1.02,881.0,2.58,37.39,-122.1,7.6229,5.00001
18143,18295,31.0,6.58,1.13,921.0,2.57,37.4,-122.12,7.0245,5.00001
18144,18296,34.0,7.11,0.99,1336.0,2.67,37.39,-122.12,8.9172,5.00001
18145,18297,34.0,7.22,1.09,504.0,2.52,37.38,-122.12,8.4709,5.00001
18146,18298,32.0,7.32,0.99,1583.0,3.3,37.4,-122.12,10.3894,5.00001
18147,18299,29.0,5.15,1.02,2687.0,2.29,37.4,-122.13,5.1335,4.612
18148,18300,36.0,5.38,1.01,2039.0,2.29,37.41,-122.13,5.4063,4.409
18149,18301,35.0,5.59,0.98,949.0,2.19,37.41,-122.14,6.4588,4.371
18150,18302,46.0,4.04,0.86,134.0,2.63,37.42,-122.14,4.15,2.65
18151,18303,36.0,4.0,1.05,2251.0,2.26,37.42,-122.13,3.5364,3.141
18152,18304,33.0,4.98,1.06,1250.0,2.15,37.41,-122.12,5.3727,3.609
18153,18305,35.0,6.66,0.99,1405.0,2.61,37.43,-122.11,7.3023,4.513
18154,18306,35.0,7.06,1.02,1562.0,2.82,37.43,-122.11,7.313,4.637
18155,18307,32.0,5.66,1.1,1267.0,2.35,37.42,-122.11,6.4949,4.178
18156,18308,35.0,6.38,1.01,1084.0,2.55,37.41,-122.11,7.1382,4.438
18157,18309,33.0,5.82,1.01,659.0,2.34,37.41,-122.11,6.0884,4.329
18158,18310,35.0,4.71,1.03,1187.0,2.29,37.42,-122.12,5.2803,3.621
18159,18311,36.0,4.98,1.05,1165.0,2.23,37.42,-122.12,5.1524,3.731
18160,18312,40.0,5.34,1.0,1498.0,2.32,37.43,-122.13,5.2114,4.384
18161,18313,32.0,5.55,1.11,1799.0,2.27,37.43,-122.13,4.7375,4.319
18162,18314,36.0,5.6,0.96,1455.0,2.53,37.43,-122.12,6.46,4.255
18163,18315,33.0,5.06,1.06,1435.0,2.44,37.44,-122.12,5.485,4.063
18164,18316,42.0,5.11,0.99,1146.0,2.45,37.44,-122.13,6.3111,3.974
18165,18317,33.0,5.63,1.13,748.0,2.79,37.44,-122.12,4.875,3.734
18166,18318,35.0,5.36,0.93,1023.0,2.72,37.44,-122.11,5.6413,3.766
18167,18319,33.0,5.21,1.07,1411.0,2.25,37.43,-122.12,5.316,3.981
18168,18320,37.0,6.91,1.0,933.0,2.81,37.45,-122.13,6.7257,5.00001
18169,18321,37.0,6.25,0.96,510.0,2.48,37.45,-122.13,7.9029,5.00001
18170,18322,41.0,6.39,1.07,1251.0,2.47,37.45,-122.13,6.6354,5.00001
18171,18323,43.0,7.04,1.03,1088.0,2.55,37.44,-122.13,9.1508,5.00001
18172,18324,38.0,6.36,1.0,1148.0,2.57,37.44,-122.13,5.9277,4.466
18173,18325,39.0,8.09,0.97,353.0,3.15,37.46,-122.15,10.3942,5.00001
18174,18326,52.0,5.68,1.1,441.0,2.2,37.45,-122.16,7.5418,4.92
18175,18327,52.0,6.96,0.99,683.0,2.64,37.46,-122.15,10.9508,5.00001
18176,18328,52.0,7.11,0.99,1391.0,2.58,37.45,-122.14,7.8647,5.00001
18177,18329,52.0,6.45,1.08,734.0,2.24,37.45,-122.15,6.767,5.00001
18178,18330,48.0,7.43,1.06,700.0,2.51,37.45,-122.14,8.7051,5.00001
18179,18331,52.0,7.57,1.21,219.0,2.92,37.45,-122.15,6.1575,5.00001
18180,18332,47.0,3.87,1.06,1808.0,1.65,37.45,-122.16,4.2297,4.25
18181,18333,19.0,2.85,1.05,1304.0,1.68,37.45,-122.16,2.1406,4.025
18182,18334,37.0,3.59,1.07,1363.0,1.67,37.45,-122.16,4.5987,3.56
18183,18335,34.0,4.13,0.99,1193.0,2.24,37.44,-122.16,4.2972,4.059
18184,18336,52.0,6.68,1.04,774.0,2.5,37.44,-122.15,7.2543,5.00001
18185,18337,52.0,6.17,0.96,522.0,2.3,37.44,-122.15,4.9861,5.00001
18186,18338,52.0,7.07,1.07,708.0,2.57,37.44,-122.15,6.1655,5.00001
18187,18339,52.0,7.4,1.11,1114.0,2.65,37.44,-122.14,6.6756,5.00001
18188,18340,52.0,6.63,1.05,696.0,2.38,37.43,-122.14,8.2664,5.00001
18189,18341,52.0,7.02,1.01,467.0,2.47,37.43,-122.14,12.5902,5.00001
18190,18342,52.0,5.55,0.91,551.0,2.21,37.43,-122.14,6.5829,5.00001
18191,18343,47.0,5.59,1.05,1149.0,2.47,37.43,-122.15,5.0203,4.763
18192,18344,44.0,4.28,1.01,1779.0,2.14,37.42,-122.15,3.9243,4.048
18193,18345,18.0,3.43,0.94,1144.0,1.91,37.43,-122.14,4.0686,3.786
18194,18346,20.0,3.26,1.01,7604.0,2.12,37.43,-122.15,1.9045,3.75
18195,18347,34.0,7.66,1.05,2571.0,4.43,37.42,-122.16,11.0492,5.00001
18196,18348,15.0,7.08,0.99,979.0,2.69,37.41,-122.15,10.476,5.00001
18197,18349,24.0,4.13,1.2,7174.0,7.55,37.43,-122.17,4.0972,3.875
18198,18350,29.0,5.44,1.18,359.0,4.13,37.41,-122.15,7.0309,4.75
18199,18351,21.0,8.84,1.0,323.0,2.76,37.41,-122.18,10.7237,5.00001
18200,18352,27.0,8.28,1.04,1248.0,3.05,37.39,-122.13,12.0372,5.00001
18201,18353,37.0,7.61,0.95,549.0,2.89,37.37,-122.12,10.7355,5.00001
18202,18354,34.0,8.75,1.02,511.0,2.84,37.36,-122.11,13.1867,5.00001
18203,18355,30.0,8.84,1.07,742.0,3.07,37.37,-122.13,11.806,5.00001
18204,18356,26.0,8.51,1.02,951.0,2.83,37.38,-122.14,10.4277,5.00001
18205,18357,32.0,7.13,0.99,498.0,2.48,37.36,-122.1,9.3586,5.00001
18206,18358,35.0,8.19,1.06,676.0,2.68,37.36,-122.1,8.5294,5.00001
18207,18359,37.0,6.88,1.09,791.0,3.03,37.35,-122.09,7.5794,5.00001
18208,18360,30.0,8.34,1.03,501.0,2.78,37.35,-122.09,10.0259,5.00001
18209,18361,23.0,8.26,1.01,3840.0,2.81,37.36,-122.14,12.1387,5.00001
18210,18362,23.0,8.22,1.05,1344.0,2.9,37.35,-122.15,12.9792,5.00001
18211,18363,7.0,6.52,0.9,84.0,2.9,37.31,-122.11,13.8093,5.00001
18212,18364,11.0,5.81,0.93,212.0,2.83,37.29,-122.12,8.6196,5.00001
18213,18365,21.0,6.23,1.14,149.0,2.66,37.28,-122.12,5.8691,3.6
18214,18366,21.0,6.1,0.9,182.0,2.6,37.24,-122.08,11.3283,5.00001
18215,18367,37.0,6.79,1.15,1534.0,2.71,37.18,-122.01,5.8596,3.187
18216,18368,42.0,6.36,1.09,957.0,2.4,37.16,-121.98,5.3468,2.799
18217,18369,43.0,6.12,1.24,570.0,2.28,37.16,-121.9,5.2366,2.933
18218,18370,37.0,6.42,1.13,511.0,2.85,37.13,-121.93,5.7415,3.985
18219,18371,24.0,4.53,1.02,2981.0,3.06,37.24,-121.88,3.506,2.264
18220,18372,24.0,5.71,1.03,3970.0,3.01,37.24,-121.9,4.4004,2.558
18221,18373,18.0,6.91,0.98,2893.0,2.76,37.22,-121.86,6.9508,3.612
18222,18374,24.0,6.65,1.03,1936.0,2.97,37.23,-121.86,5.8904,2.714
18223,18375,21.0,7.75,1.0,2494.0,3.12,37.22,-121.85,7.7201,3.627
18224,18376,14.0,8.29,1.02,2281.0,3.35,37.21,-121.89,8.4262,4.592
18225,18377,6.0,8.06,1.06,3637.0,3.2,37.18,-121.84,8.3837,4.734
18226,18378,17.0,8.19,1.06,1052.0,3.05,37.22,-121.87,8.0595,4.85
18227,18379,26.0,7.59,0.99,725.0,2.87,37.22,-121.87,7.6933,4.059
18228,18380,23.0,8.08,0.97,916.0,2.9,37.21,-121.86,9.1974,5.00001
18229,18381,18.0,8.93,1.01,382.0,3.16,37.21,-121.87,9.08,5.00001
18230,18382,7.0,6.53,1.09,2232.0,2.71,37.23,-121.83,6.6659,5.00001
18231,18383,45.0,6.4,1.08,870.0,3.1,37.19,-121.8,4.5417,4.345
18232,18384,15.0,8.1,1.0,2221.0,3.29,37.21,-121.84,8.3792,4.183
18233,18385,6.0,7.01,1.09,1554.0,2.95,37.2,-121.83,6.8333,3.48
18234,18386,14.0,7.24,0.96,1259.0,3.36,37.21,-121.83,7.7738,3.875
18235,18387,16.0,7.34,0.96,1503.0,3.09,37.23,-121.89,8.1988,3.559
18236,18388,20.0,8.24,1.04,3094.0,3.29,37.23,-121.89,8.19,3.616
18237,18389,14.0,7.98,1.06,2782.0,3.09,37.24,-121.88,8.3065,3.942
18238,18390,19.0,7.5,0.98,3018.0,3.08,37.23,-121.87,6.9473,3.614
18239,18391,16.0,7.8,1.07,1542.0,3.65,37.27,-121.87,6.7064,3.056
18240,18392,25.0,7.12,0.93,721.0,2.97,37.27,-121.87,7.5845,2.793
18241,18393,19.0,6.81,0.99,866.0,3.18,37.27,-121.86,5.6139,2.795
18242,18394,18.0,6.44,1.01,1753.0,3.17,37.27,-121.87,5.0292,2.694
18243,18395,17.0,6.35,1.02,2292.0,3.31,37.27,-121.86,5.6876,2.465
18244,18396,15.0,6.06,0.99,2519.0,3.24,37.23,-121.77,5.6958,2.538
18245,18397,16.0,6.12,1.16,667.0,2.53,37.22,-121.77,4.5221,1.911
18246,18398,16.0,7.19,0.97,2097.0,3.78,37.22,-121.77,6.7287,2.993
18247,18399,16.0,6.07,1.02,2240.0,3.18,37.23,-121.76,5.4218,2.339
18248,18400,25.0,6.23,1.04,3275.0,3.43,37.25,-121.84,5.6488,2.346
18249,18401,22.0,6.49,0.99,2785.0,3.28,37.23,-121.83,6.0889,2.452
18250,18402,18.0,6.67,0.94,1803.0,3.36,37.24,-121.84,6.7836,2.741
18251,18403,24.0,6.59,1.06,4017.0,3.31,37.24,-121.84,5.4741,2.388
18252,18404,17.0,5.19,1.02,3934.0,3.18,37.24,-121.85,5.1228,2.376
18253,18405,16.0,5.72,1.07,2965.0,2.44,37.25,-121.86,4.2885,2.624
18254,18406,17.0,5.08,1.01,2030.0,3.37,37.28,-121.83,5.2166,2.309
18255,18407,20.0,6.92,1.11,1769.0,3.77,37.27,-121.81,5.9214,2.24
18256,18408,17.0,5.24,0.99,2693.0,3.61,37.27,-121.8,5.0772,2.215
18257,18409,16.0,5.56,0.88,1343.0,3.68,37.27,-121.82,6.3566,2.791
18258,18410,22.0,4.94,1.14,2169.0,3.57,37.27,-121.81,4.3438,2.097
18259,18411,26.0,4.43,0.76,990.0,3.14,37.26,-121.8,4.8862,1.95
18260,18412,18.0,4.8,1.25,2357.0,3.11,37.26,-121.8,2.875,1.844
18261,18413,17.0,7.28,0.97,863.0,3.21,37.27,-121.85,7.3339,2.942
18262,18414,9.0,5.03,1.13,1856.0,2.57,37.27,-121.84,4.2083,1.984
18263,18415,17.0,5.52,0.95,1904.0,3.76,37.27,-121.84,5.0186,2.508
18264,18416,8.0,4.34,1.03,2595.0,2.53,37.27,-121.83,4.5615,2.826
18265,18417,16.0,6.69,1.07,1293.0,3.56,37.27,-121.84,5.5,2.532
18266,18418,14.0,7.45,0.99,1420.0,3.71,37.27,-121.83,6.6712,3.115
18267,18419,10.0,5.14,0.97,1623.0,2.76,37.26,-121.82,5.1356,2.187
18268,18420,11.0,5.85,0.99,1393.0,3.41,37.26,-121.83,5.5875,2.593
18269,18421,14.0,5.45,1.1,1465.0,2.36,37.26,-121.81,4.0547,2.362
18270,18422,16.0,5.76,0.98,1158.0,3.49,37.26,-121.81,5.9359,2.495
18271,18423,20.0,4.57,1.04,1231.0,1.65,37.25,-121.81,2.0288,3.5
18272,18424,12.0,3.89,1.1,1216.0,2.29,37.25,-121.81,4.1926,2.445
18273,18425,7.0,5.29,1.1,1739.0,2.55,37.26,-121.83,4.5033,2.131
18274,18426,16.0,4.52,1.02,1969.0,3.36,37.25,-121.82,3.9461,1.943
18275,18427,17.0,3.74,1.02,1636.0,2.63,37.25,-121.83,3.1932,1.234
18276,18428,17.0,6.08,0.99,446.0,2.58,37.26,-121.87,5.6652,2.345
18277,18429,16.0,6.05,1.04,1305.0,2.81,37.26,-121.86,5.5121,2.241
18278,18430,24.0,6.99,1.01,1146.0,3.36,37.26,-121.87,5.6223,2.657
18279,18431,16.0,6.67,0.94,1030.0,3.47,37.26,-121.85,6.4339,2.892
18280,18432,16.0,7.84,1.03,1158.0,3.93,37.26,-121.85,7.4323,3.118
18281,18433,16.0,7.76,1.03,793.0,3.39,37.26,-121.85,6.8194,2.912
18282,18434,5.0,5.33,1.0,825.0,2.43,37.26,-121.84,5.0509,1.848
18283,18435,15.0,5.89,1.0,1752.0,3.18,37.26,-121.83,5.5849,2.574
18284,18436,17.0,5.35,1.07,1369.0,3.1,37.25,-121.84,4.8355,1.416
18285,18437,4.0,3.96,1.23,1213.0,1.92,37.25,-121.87,3.7844,1.839
18286,18438,20.0,6.22,1.03,1965.0,3.24,37.25,-121.85,5.4939,2.412
18287,18439,23.0,6.61,1.01,1297.0,3.37,37.24,-121.83,5.9164,2.374
18288,18440,21.0,5.72,1.07,1978.0,3.48,37.24,-121.81,4.5,2.344
18289,18441,20.0,6.23,0.96,1944.0,3.3,37.24,-121.82,6.0538,2.41
18290,18442,24.0,6.18,0.98,1768.0,3.27,37.25,-121.82,5.8305,2.456
18291,18443,25.0,6.19,0.98,2178.0,3.35,37.25,-121.82,5.1663,2.412
18292,18444,5.0,4.49,1.18,861.0,1.96,37.25,-121.81,4.4565,1.59
18293,18445,25.0,6.63,1.01,2128.0,3.44,37.25,-121.81,6.2957,2.518
18294,18446,23.0,7.74,1.01,2024.0,3.49,37.23,-121.82,7.5218,2.915
18295,18447,25.0,6.13,1.03,1266.0,3.31,37.23,-121.82,4.9688,2.331
18296,18448,16.0,6.59,1.11,850.0,3.35,37.23,-121.81,5.3157,2.533
18297,18449,19.0,6.43,1.04,1497.0,3.65,37.23,-121.81,6.3178,2.48
18298,18450,24.0,6.33,0.97,1237.0,3.25,37.23,-121.81,6.4328,2.572
18299,18451,17.0,6.86,0.96,1076.0,3.18,37.23,-121.81,6.4664,2.783
18300,18452,17.0,6.26,1.01,1067.0,3.15,37.24,-121.78,6.0062,2.627
18301,18453,18.0,5.29,0.96,1547.0,3.85,37.22,-121.78,5.0958,2.171
18302,18454,18.0,6.13,1.11,1055.0,3.7,37.23,-121.78,5.898,2.291
18303,18455,16.0,7.34,0.98,1221.0,4.0,37.23,-121.79,6.0198,2.896
18304,18456,17.0,5.79,0.91,1226.0,3.11,37.23,-121.79,5.4193,2.595
18305,18457,18.0,6.27,1.04,1663.0,3.28,37.23,-121.8,5.9225,2.658
18306,18458,18.0,6.85,0.95,1284.0,3.41,37.23,-121.8,6.7385,2.724
18307,18459,10.0,5.74,1.03,2190.0,3.81,37.27,-121.8,6.223,2.607
18308,18460,16.0,6.58,1.0,995.0,3.5,37.26,-121.8,5.9053,2.605
18309,18461,17.0,4.9,1.02,141.0,2.76,37.26,-121.76,4.6458,5.00001
18310,18462,12.0,5.64,1.03,5674.0,3.12,37.24,-121.77,4.747,2.611
18311,18463,15.0,3.43,0.99,469.0,3.03,37.2,-121.7,4.65,3.857
18312,18464,11.0,6.75,1.03,881.0,4.61,37.19,-121.74,4.2039,5.00001
18313,18465,21.0,5.74,0.97,631.0,3.41,37.16,-121.72,4.7386,3.941
18314,18466,18.0,6.57,0.99,1414.0,2.93,37.11,-121.75,6.8773,4.677
18315,18467,19.0,6.83,1.07,1692.0,3.08,37.0,-121.68,6.7644,4.126
18316,18468,16.0,7.92,1.05,2051.0,2.96,37.15,-121.61,7.8601,4.163
18317,18469,14.0,7.4,1.06,4108.0,3.21,37.13,-121.6,7.5,3.445
18318,18470,13.0,6.26,1.04,2795.0,3.66,37.15,-121.64,6.1684,2.881
18319,18471,14.0,5.6,1.05,2823.0,2.88,37.14,-121.64,4.175,2.298
18320,18472,17.0,4.72,1.03,1110.0,2.86,37.12,-121.63,2.4821,2.482
18321,18473,12.0,7.55,1.09,1618.0,3.0,37.14,-121.69,5.2951,3.862
18322,18474,20.0,5.14,1.06,2656.0,3.05,37.13,-121.66,3.8788,2.269
18323,18475,14.0,5.32,1.12,2648.0,2.98,37.12,-121.65,3.6895,2.393
18324,18476,19.0,6.2,1.0,2198.0,3.6,37.11,-121.66,5.1514,4.367
18325,18477,14.0,6.69,1.02,2915.0,3.25,37.11,-121.65,5.9356,3.217
18326,18478,14.0,6.37,1.01,2124.0,2.69,37.1,-121.63,4.9028,3.35
18327,18479,19.0,7.23,1.07,1383.0,3.06,37.13,-121.67,5.6205,3.008
18328,18480,17.0,6.55,1.02,3439.0,3.35,37.08,-121.56,6.4313,3.931
18329,18481,21.0,5.95,1.01,3011.0,3.36,37.06,-121.61,5.5936,3.868
18330,18482,24.0,5.17,1.09,1052.0,3.6,37.09,-121.6,3.625,3.5
18331,18483,37.0,5.55,1.06,1030.0,3.59,37.09,-121.62,3.9306,2.607
18332,18484,44.0,5.62,0.99,1439.0,2.53,37.01,-121.58,4.3693,2.34
18333,18485,18.0,6.36,1.08,4168.0,3.66,37.0,-121.57,4.5714,2.603
18334,18486,14.0,6.55,1.02,2634.0,3.3,36.98,-121.57,4.9702,2.798
18335,18487,15.0,5.07,0.96,1582.0,2.79,37.01,-121.58,5.1519,2.647
18336,18488,16.0,6.65,0.95,403.0,3.1,36.97,-121.59,5.7396,3.087
18337,18489,16.0,5.71,1.01,3575.0,3.08,37.01,-121.59,4.3227,2.515
18338,18490,5.0,6.68,1.03,3071.0,3.14,37.03,-121.61,5.6754,2.985
18339,18491,16.0,4.58,1.01,2383.0,3.5,37.03,-121.58,3.5551,1.986
18340,18492,27.0,4.93,1.01,1447.0,3.1,37.02,-121.58,3.2019,2.036
18341,18493,14.0,5.19,1.04,3704.0,3.03,37.02,-121.59,4.4233,2.286
18342,18494,17.0,4.75,1.03,2681.0,4.41,37.02,-121.57,2.9417,1.78
18343,18495,44.0,4.06,1.1,1066.0,2.99,37.01,-121.57,2.0625,1.703
18344,18496,20.0,4.19,1.0,3866.0,4.07,37.0,-121.56,2.5387,1.601
18345,18497,27.0,5.95,1.13,1782.0,4.49,36.99,-121.54,3.2614,3.05
18346,18498,19.0,6.5,1.08,1142.0,3.13,37.02,-121.51,4.0238,3.746
18347,18499,34.0,4.73,0.97,217.0,2.33,37.35,-121.74,5.2327,5.00001
18348,18500,39.0,7.16,1.33,252.0,2.38,37.37,-121.55,3.6964,2.625
18349,18501,52.0,8.46,1.23,55.0,2.12,37.19,-121.59,15.0001,1.313
18350,18502,25.0,4.56,0.88,300.0,2.88,37.06,-121.37,3.8062,3.409
18351,18503,10.0,10.1,1.81,78.0,3.71,37.18,-122.03,6.0622,3.9
18352,18504,26.0,12.5,1.25,17.0,4.25,37.13,-121.96,15.0001,4.0
18353,18505,37.0,4.35,1.12,63.0,3.71,37.14,-121.98,9.5908,3.5
18354,18506,16.0,6.4,0.8,36.0,7.2,37.0,-122.0,2.625,1.375
18355,18507,29.0,5.54,1.1,112.0,2.73,36.99,-122.01,6.4469,2.714
18356,18508,28.0,5.53,1.0,652.0,2.73,36.99,-122.01,4.9808,2.631
18357,18509,29.0,6.4,1.04,1476.0,3.03,36.99,-121.99,5.8123,2.815
18358,18510,40.0,5.13,1.04,669.0,3.11,36.98,-121.99,4.3409,2.563
18359,18511,43.0,5.03,1.0,792.0,2.44,36.98,-122.0,3.5562,2.392
18360,18512,41.0,5.22,1.04,1290.0,2.64,36.99,-122.01,3.6902,2.33
18361,18513,47.0,5.34,1.06,607.0,2.59,36.98,-122.01,4.0417,2.653
18362,18514,30.0,4.71,1.06,1023.0,2.23,36.99,-122.02,2.7875,2.45
18363,18515,21.0,3.91,1.04,984.0,2.59,36.98,-122.02,2.1734,1.875
18364,18516,44.0,5.26,1.09,657.0,3.0,36.98,-122.02,3.2368,2.125
18365,18517,35.0,6.43,1.06,866.0,2.59,36.98,-122.04,5.6188,4.047
18366,18518,33.0,5.99,0.94,385.0,2.89,36.98,-122.04,6.7974,3.676
18367,18519,30.0,6.42,1.01,1098.0,2.61,36.97,-122.04,5.3972,3.623
18368,18520,14.0,4.45,1.07,4731.0,13.59,37.0,-122.06,2.4732,1.313
18369,18521,20.0,5.35,1.04,1145.0,2.52,36.97,-122.05,3.6797,2.638
18370,18522,16.0,6.05,1.1,1603.0,2.88,36.97,-122.05,4.2542,2.941
18371,18523,15.0,5.5,1.09,1571.0,2.55,36.98,-122.06,4.2254,3.209
18372,18524,51.0,5.35,1.02,495.0,2.46,36.98,-122.04,2.9286,2.583
18373,18525,45.0,5.05,0.95,621.0,2.41,36.97,-122.04,5.1806,2.664
18374,18526,52.0,6.32,1.11,955.0,3.17,36.97,-122.04,3.8259,2.531
18375,18527,49.0,5.78,0.99,331.0,2.42,36.97,-122.04,5.2128,2.386
18376,18528,44.0,5.0,1.04,645.0,2.49,36.96,-122.04,3.2437,2.239
18377,18529,37.0,4.26,1.08,1341.0,2.03,36.98,-122.03,2.1553,2.554
18378,18530,47.0,5.28,1.14,1144.0,2.51,36.98,-122.01,2.5954,2.294
18379,18531,35.0,4.44,1.11,552.0,2.33,36.98,-122.02,2.7125,2.175
18380,18532,21.0,4.46,1.14,226.0,1.66,36.98,-122.02,1.9063,1.667
18381,18533,29.0,3.9,1.13,1743.0,2.64,36.97,-122.02,1.9286,1.953
18382,18534,43.0,4.66,1.1,1208.0,2.6,36.97,-122.01,2.5417,2.609
18383,18535,52.0,3.48,0.77,525.0,1.99,36.97,-122.01,2.9444,2.328
18384,18536,35.0,4.2,1.03,743.0,1.95,36.97,-122.01,2.5368,2.4
18385,18537,20.0,6.27,1.14,981.0,2.46,36.98,-122.0,4.3,2.75
18386,18538,27.0,3.79,0.98,1511.0,2.03,36.98,-122.01,2.589,2.424
18387,18539,30.0,4.13,0.97,753.0,3.02,36.97,-122.0,3.1205,2.405
18388,18540,51.0,5.35,1.24,608.0,2.01,36.93,-122.0,3.1932,4.0
18389,18541,52.0,5.14,1.37,508.0,2.14,36.95,-122.01,2.0547,3.267
18390,18542,51.0,4.05,1.02,488.0,2.14,36.97,-122.03,2.1964,2.344
18391,18543,36.0,4.96,1.01,223.0,3.28,36.97,-122.03,3.2404,2.25
18392,18544,52.0,5.52,0.99,200.0,2.74,36.97,-122.03,1.6923,2.625
18393,18545,40.0,5.85,1.11,570.0,2.79,36.97,-122.04,4.4659,2.375
18394,18546,18.0,4.08,1.2,1391.0,2.12,36.96,-122.03,2.5067,2.326
18395,18547,44.0,4.27,1.22,325.0,2.34,36.97,-122.02,1.1552,2.5
18396,18548,39.0,3.5,1.09,1365.0,2.25,36.97,-122.02,1.6642,2.813
18397,18549,52.0,2.54,1.0,1054.0,3.46,36.96,-122.02,2.0172,1.125
18398,18550,40.0,4.2,0.91,316.0,2.27,36.96,-122.03,3.5938,2.435
18399,18551,28.0,4.17,1.09,926.0,2.41,36.96,-122.03,2.425,2.161
18400,18552,32.0,4.91,1.04,802.0,2.74,36.96,-122.04,4.1964,2.02
18401,18553,42.0,5.17,1.03,200.0,1.92,36.96,-122.04,2.1667,1.964
18402,18554,42.0,4.95,1.14,703.0,3.03,36.96,-122.04,2.5865,2.064
18403,18555,32.0,5.9,1.1,1122.0,3.03,36.96,-122.03,3.52,2.842
18404,18556,36.0,5.12,1.0,1080.0,2.97,36.95,-122.04,4.4567,2.638
18405,18557,19.0,4.14,1.14,324.0,1.94,36.91,-122.01,3.1312,3.885
18406,18558,30.0,5.61,1.07,644.0,3.72,36.96,-122.05,4.2045,2.265
18407,18559,52.0,6.5,1.7,24.0,2.4,36.96,-122.06,4.5,2.583
18408,18560,18.0,4.87,0.96,1091.0,2.38,36.87,-122.05,3.8269,2.76
18409,18561,27.0,5.79,1.09,961.0,2.8,36.95,-122.04,3.9667,2.658
18410,18562,52.0,10.11,1.93,796.0,2.39,37.0,-122.04,2.9712,1.166
18411,18563,32.0,3.51,1.01,1494.0,3.59,36.91,-121.75,2.8056,1.732
18412,18564,29.0,4.62,1.07,863.0,3.29,36.92,-121.74,3.1062,1.56
18413,18565,17.0,4.9,1.09,1193.0,2.21,36.92,-121.74,2.4461,1.517
18414,18566,14.0,4.81,1.0,1350.0,1.94,36.92,-121.74,2.6506,1.646
18415,18567,24.0,4.67,1.02,2264.0,2.62,36.93,-121.75,3.1327,2.181
18416,18568,48.0,4.99,0.98,1071.0,2.97,36.92,-121.75,3.6,1.945
